"CODE","POLITICS","POPULATION","AGE25_PROPTN","AGE_MEDIAN","AGE50_PROPTN","POP_DENSITY","GDP","INFANT_MORT","DOCS","VAX_RATE","HEALTHCARE_BASIS","HEALTHCARE_COST","DEATH_RATE","OBS_TYPE"
"State15","STABLE DEM",4275.06698855157,12.3912869850224,NA,38.7887666774559,492.715503204414,57.902153459731,14.4639755484119,23.0745252622528,55.5094636129153,"INSURANCE",5083.04445945151,17.709949932771,"Train"
"State16","STABLE DEM",941.973186230916,18.0417814339978,34.6573267301343,36.6553940142452,489.788419211088,59.0125490995641,12.2124743170976,23.5802608965833,57.7801273728408,"PRIVATE",14868.4375602129,15.0766752470359,"Test"
"State17","STABLE DEM",5322.09331143359,14.4073239174431,NA,36.506778829203,490.793985988383,59.7611809710935,15.2659509781313,24.0162573548969,59.4144656594394,"INSURANCE",5466.47805959055,14.0255118774244,"Test"
"State18","UNSTABLE DEM",2525.72681229862,13.7378934928951,NA,38.7004145865493,486.383277050242,52.9275101989152,12.0623532578101,20.6015390659933,62.6448577823902,"FREE",NA,9.9361207348879,"Train"
"State19","UNSTABLE DEM",2481.57499143057,16.1164529438438,NA,-99,NA,56.8988280410437,NA,-99,-99,"INSURANCE",5046.29081144765,23.6855522019925,"Train"
"State20","UNSTABLE DEM",2507.74473457803,17.3493404441031,37.1144432467448,37.3995285306494,499.910378444496,58.6480577829045,13.9811534654535,24.2026889622992,-99,"PRIVATE",14684.680536855,19.3150076758704,"Train"
"State21","UNSTABLE DEM",2929.63255554231,NA,34.1936778009367,39.9050489169704,502.282692869075,NA,12.3223057708305,NA,-99,"FREE",NA,21.7660018533173,"Train"
"State22","STABLE DEM",1963.2596052039,14.7897955759826,NA,43.320195389466,NA,NA,13.9409283489531,21.6266737162009,NA,"FREE",NA,19.9915947761796,"Train"
"State23","STABLE DEM",2268.24962824002,11.4123296940781,NA,40.2806454898119,498.801879905844,62.0152446947459,15.7431147892138,22.1197914076616,58.7504398425378,"INSURANCE",5189.5063806749,17.3427797026827,"Train"
"State24","STABLE DEM",5345.85776053596,15.5115996615156,31.8262551043998,36.6876321408822,498.359744839593,48.0149521978661,14.0175859009863,24.1841625253205,60.4850629738546,"INSURANCE",4947.64820806149,18.1321514952638,"Train"
"State25","STABLE DEM",558.582450079009,12.7745498946171,34.5335221586796,43.4264013896133,485.801400187254,60.8674884246418,16.1637039415303,23.7245728811653,59.5578329437601,"FREE",NA,18.4614124599798,"Train"
"State26","UNSTABLE DEM",1729.33793009539,13.7382541927294,32.3887585752756,42.6339842472308,NA,15.4316561023611,13.3512355056875,NA,NA,"INSURANCE",4930.81666047337,32.2388989895993,"Train"
"State27","UNSTABLE DEM",3610.32925672412,16.5783897461411,32.9557752497948,38.8779344737397,492.445638900858,53.9652580055108,11.0456395082277,20.5399278877688,-99,"FREE",NA,13.805344081166,"Test"
"State28","DICTATORSHIP",NA,13.4075602476193,33.4134777265235,42.5556835919494,506.173163142468,NA,NA,22.9885557799466,60.3556519063396,"INSURANCE",5106.6616164629,24.3962075377927,"Train"
"State29","UNSTABLE DEM",2940.44747399173,17.7922112624584,NA,38.6051146421169,496.900772683791,48.0732899507504,12.6759005164905,23.6667108683771,64.2546062127875,"PRIVATE",14427.5254024044,16.3502456878873,"Train"
"State30","UNSTABLE DEM",1053.70254507061,12.699777885953,34.2278552211031,NA,512.566249396097,56.1932796097833,15.6367886468917,NA,NA,"FREE",NA,24.5334398051625,"Train"
"State31","UNSTABLE DEM",2483.42297667599,16.5195857978114,35.8888761487738,38.2588251792164,493.959547688226,55.7111864667002,13.6968357126377,25.9542944015147,58.3200110529074,"FREE",NA,20.697283019893,"Train"
"State32","DICTATORSHIP",4221.59313076924,14.5411899901148,NA,38.8620362223943,499.857727116542,59.6101714814375,17.22694558146,27.4983271439284,57.4461080899848,"FREE",NA,25.3140180749401,"Train"
"State33","UNSTABLE DEM",2556.56439681432,18.1228822674525,NA,36.4928583981669,NA,NA,15.3731511169699,NA,54.7161043540397,"FREE",NA,26.356932762373,"Train"
"State34","DICTATORSHIP",1383.02533598209,14.0370641092034,32.3334853629569,43.4805082797967,490.371263396014,26.7919871853045,14.5206531358282,23.1418783801977,33.3698275895923,"FREE",NA,28.6942446586011,"Test"
"State35","STABLE DEM",NA,14.2593405370258,NA,NA,508.428624255434,56.0553220465211,14.6449872216763,NA,63.4964277192032,"PRIVATE",14984.6641859751,16.9376331674986,"Train"
"State36","STABLE DEM",3657.12128631532,15.6138332076611,NA,40.7698759432925,507.695695872613,56.7873814028737,NA,NA,NA,"INSURANCE",5349.05186338389,19.4715757750642,"Train"
"State37","STABLE DEM",629.573520706309,16.118318511337,33.267014109496,41.6000650046537,492.884605230528,59.4669594478314,14.279675753132,24.1685066422839,62.5213582210741,"INSURANCE",4896.21729721155,16.3096271351043,"Train"
"State38","UNSTABLE DEM",2096.49740663877,NA,38.4172666705261,-99,508.507077243888,60.042489064242,NA,-99,-99,"INSURANCE",4998.98830464338,23.5413546631326,"Train"
"State39","UNSTABLE DEM",6442.9346550057,13.2113854501942,NA,36.4782638438294,497.447696809996,54.1895859456106,14.5024126912423,21.5808104904392,62.0923095289854,"INSURANCE",5220.6172073736,15.8506474696934,"Train"
"State40","STABLE DEM",2532.97159604111,17.174853076741,34.0658517829358,36.7341941435543,NA,59.2734151837622,NA,NA,60.3413797203221,"INSURANCE",5124.23487855636,22.9008579525245,"Train"
"State41","STABLE DEM",2726.44095280774,13.9951875410242,NA,37.2244794752687,475.569476677429,54.4456091218671,12.8184674244451,23.5189085485666,57.7386431913523,"FREE",NA,8.60601423974629,"Train"
"State42","UNSTABLE DEM",1348.63395041235,9.6641824318952,NA,NA,501.277880394874,NA,16.993341192429,20.6755551590674,NA,"INSURANCE",4928.26206203032,17.1033476168158,"Test"
"State43","STABLE DEM",3096.01704968207,13.7528160192208,NA,39.951835528866,493.116726663178,55.0858879284981,16.5655150840956,27.6643500770314,57.6410504520054,"INSURANCE",4688.98585688812,21.9437717872246,"Train"
"State44","OTHER",2187.24146447265,17.2620229207218,NA,39.3298781721363,497.527234794022,58.8280557177893,13.4017064196142,25.9977402222979,53.8569392991552,"INSURANCE",5041.01527962776,25.6915513553014,"Train"
"State45","STABLE DEM",2770.72421900825,13.548658518077,NA,39.3900220454599,486.149141507989,59.5821882908154,16.5112723217861,21.5815841659483,59.6620501929313,"FREE",NA,12.9163106216868,"Test"
"State46","OTHER",448.299038212358,12.8926287255773,NA,-99,510.78309772736,55.5824319820058,NA,-99,-99,"PRIVATE",14337.9658972822,28.3422490807909,"Train"
"State47","STABLE DEM",5548.36419951994,11.2103013603308,NA,38.4244089930467,494.209263547306,62.5597203458606,12.9122298487638,15.36662853076,55.8526378398598,"INSURANCE",4890.19374053316,9.72015112752439,"Train"
"State48","UNSTABLE DEM",NA,20.2721275150121,NA,39.8568973699482,NA,NA,9.8978606164588,23.0925659675148,-99,"INSURANCE",4834.08101522741,22.6966675544786,"Test"
"State49","STABLE DEM",1969.48367579196,12.3477800626708,32.8847823484345,37.7210924496572,NA,17.4487357713754,NA,NA,38.6640903111612,"PRIVATE",15497.0437783078,27.4733914035461,"Test"
"State50","UNSTABLE DEM",2264.01995848406,15.3132924594643,NA,NA,503.576149889292,57.4527572044626,NA,NA,59.656463638473,"FREE",NA,17.1873761269119,"Test"
"State51","UNSTABLE DEM",4669.01470278481,12.9476134071614,NA,40.5187749855498,489.637055946017,54.3283580724726,14.1512997766867,18.4838596638336,59.6209905451746,"INSURANCE",5276.34903707288,10.7496273596201,"Test"
"State52","UNSTABLE DEM",915.344441928179,11.8713061036402,NA,40.1965193145659,494.172256629826,64.4412063655607,16.908226339032,19.8452211275093,60.7427778249598,"INSURANCE",4736.82897219467,14.9265797779113,"Train"
"State53","OTHER",5273.89746772271,16.3309399646517,33.1330864245481,37.1163280690374,477.401814356908,56.2131750162056,13.2447923666194,25.3928433996684,58.1897126544554,"INSURANCE",5067.85071986128,10.1650311048664,"Train"
"State54","OTHER",1476.52903814121,18.3950094843971,34.978789203449,39.7565995746006,496.096272794943,42.7106499488868,9.59439650137454,23.8908230899348,69.595389800268,"INSURANCE",5167.6877623956,16.6657294777029,"Train"
"State55","OTHER",244.618295904378,18.1283413947794,NA,45.5581903107446,491.578407604516,60.0939919780093,11.981849912726,21.3243284562667,64.2549263832893,"INSURANCE",4799.57843110749,14.7859141519164,"Train"
"State56","UNSTABLE DEM",3050.89905640831,NA,33.3700288924051,37.0059214803872,514.872252427838,NA,16.0783550280376,NA,59.5145453747057,"FREE",NA,23.861812465312,"Test"
"State57","STABLE DEM",1876.73614694165,20.2696950951278,42.2740300840815,41.0991112076161,495.196648422784,57.499152889795,16.7705913241977,27.7884733584278,62.558801274701,"INSURANCE",4788.9925264908,22.6504455961571,"Test"
"State58","UNSTABLE DEM",1479.32197423828,16.4519779673708,NA,40.5834372342898,493.511980483537,52.2698292661092,13.1644171194827,21.9374196833553,62.9576337045158,"INSURANCE",5155.18941443747,14.7039106050787,"Train"
"State59","DICTATORSHIP",1504.46360720832,12.3220509965399,32.1308668870132,NA,506.657208492865,NA,16.6705452839398,21.1780931019093,NA,"INSURANCE",5211.52851579301,22.8557842381911,"Test"
"State60","UNSTABLE DEM",2757.855962861,14.5879757022376,NA,34.1302061445399,493.79707674809,58.3201943520213,12.2795708607187,19.9967981195778,59.2747339223662,"INSURANCE",5054.36524876347,10.6320972620782,"Test"
"State61","OTHER",NA,18.1408790455822,32.9872747000357,40.4860247180359,NA,54.6525023469169,14.1399780808827,27.7664726308666,NA,"INSURANCE",5142.47168624931,28.2014889300983,"Train"
"State62","DICTATORSHIP",2119.15624204317,15.293767569995,NA,41.3253476174278,492.658158945285,60.3496085582974,15.0360077156738,19.9760056898289,63.8630007751677,"INSURANCE",4784.2872794348,12.1594611304198,"Test"
"State63","DICTATORSHIP",1990.04917002694,NA,NA,NA,519.470018457081,54.9093443641319,16.1411931580231,21.297639720908,NA,"PRIVATE",15216.7726856142,24.8267499268741,"Train"
"State64","STABLE DEM",6348.35502195296,11.35375988628,NA,36.5284809731849,480.086930778875,57.3748218166007,15.3668594714724,20.4937084181742,60.0494053658826,"INSURANCE",5376.41495120941,5.42157805418026,"Test"
"State65","DICTATORSHIP",1018.60508612937,16.7574182676431,NA,39.3786911268565,494.523907828202,59.0916549099601,15.2227357206047,22.6687489226466,61.7237083488656,"PRIVATE",15392.6814559827,16.0336501522171,"Test"
"State66","STABLE DEM",2586.09515732811,16.0857229896972,NA,35.7579398232809,488.861196741492,47.5104351772398,13.3613331100737,28.3477481864335,55.1671975478942,"FREE",NA,18.8964326195175,"Train"
"State67","STABLE DEM",3856.3256899716,17.2191529805668,NA,36.2157719326608,493.812798239238,55.2950892628154,12.288514565181,22.0856618266744,64.0031483290836,"INSURANCE",5074.68596271433,12.8214668957233,"Train"
"State68","STABLE DEM",4180.89901030062,NA,NA,43.5022899794755,NA,59.6829964414582,13.8620571405777,NA,60.6336639438303,"FREE",NA,19.7113917980301,"Train"
"State69","UNSTABLE DEM",1894.68570611172,15.8417644310883,32.7938944581587,35.445946658677,496.595812802828,52.8409470960936,11.7033867530447,23.5795608078347,58.1023042283946,"INSURANCE",4808.23072723149,17.0881780537019,"Train"
"State70","UNSTABLE DEM",5308.59458795184,16.0140277748317,NA,41.0905555665453,495.386999708894,51.266161357064,13.6943717292499,22.1235248614382,64.4281000391138,"INSURANCE",5064.19571403565,16.9018350265149,"Train"
"State71","UNSTABLE DEM",2528.59234198898,18.2204752519643,NA,41.0656639910127,496.323573197875,53.9002605071093,11.8979463941922,24.3625757411323,56.8965250035088,"INSURANCE",4777.49135680237,21.4198204931456,"Train"
"State72","STABLE DEM",2112.29988005731,17.1255354707076,NA,37.1990444591645,497.808635599378,61.5000562606841,14.0397019016415,25.5321826294869,57.1113048189729,"INSURANCE",4804.551006664,21.6068849814089,"Test"
"State73","UNSTABLE DEM",4245.62742048068,13.0703586819259,34.0628746524194,40.5197358867376,492.77550224944,54.7770209681431,11.5038599507177,17.5223061944986,-99,"PRIVATE",14842.821697343,8.83959892310047,"Train"
"State74","STABLE DEM",1718.57195907001,12.097642657452,NA,35.3029062961705,492.804615751869,51.6235607316777,16.7871224084618,27.9200780257727,60.3603167878065,"INSURANCE",5062.12830278051,20.1429793937219,"Train"
"State75","UNSTABLE DEM",3003.97869466676,15.4447822509531,38.9746845482933,39.1100521667289,NA,NA,17.1109352607159,NA,63.7520268972247,"INSURANCE",5191.29353918215,25.5005058463877,"Train"
"State76","STABLE DEM",NA,15.1406448641207,NA,NA,NA,NA,NA,NA,62.4875016352642,NA,15365.2378438906,14.3833726354466,"Train"
"State77","UNSTABLE DEM",3218.05708074081,14.60607047812,33.2585997894581,37.5174223680179,498.191967242342,57.6573185400902,14.7639791705283,21.7389831675917,60.7609674787171,"INSURANCE",5208.4152022569,15.0259992729656,"Train"
"State78","UNSTABLE DEM",3232.36688249712,15.1820063590705,33.9960378331001,39.4590979958242,489.626407130848,62.1246642507125,13.0898828717142,18.81795212197,58.0340604439899,"FREE",NA,9.70576670135858,"Test"
"State79","STABLE DEM",NA,NA,NA,43.8001492418422,NA,48.1847752182216,12.7913521541923,24.2566639989541,61.7040461023091,"PRIVATE",14172.1560337174,21.7200163548249,"Test"
"State80","UNSTABLE DEM",1181.73937582129,NA,NA,38.018723789852,503.00364372224,56.7302725521296,NA,24.4594063038864,NA,"INSURANCE",4949.2077929443,19.9931462881595,"Test"
"State81","UNSTABLE DEM",3620.91047645951,10.5636605548533,NA,40.4503146865307,499.612414282677,56.7184660877217,16.761218339956,25.9525197500629,53.114278850216,"FREE",NA,25.1308669124425,"Test"
"State82","--",309.329047458983,NA,30.5121539124678,41.1841360555208,NA,NA,NA,16.0562589231066,54.4719673033623,"INSURANCE",4939.19067034773,16.6481815405957,"Test"
"State83","OTHER",3514.15528604086,12.4765855748599,NA,39.6470228610512,491.274953430051,59.4547424999163,15.1754315737004,27.5424489840462,53.1114616825083,"PRIVATE",15301.3371667655,23.5007845080697,"Train"
"State84","STABLE DEM",1839.47617760738,10.8327588251077,NA,35.9802222794359,495.674700628104,63.2610034396735,16.3970178305241,18.9913749243935,57.8191823418979,"INSURANCE",5155.76992468766,11.7337279712602,"Train"
"State85","STABLE DEM",5556.39936035934,16.4328746143516,NA,34.549126057659,491.136492846683,56.4372535037023,12.1257981287114,18.3176521973909,61.1261568974361,"PRIVATE",15197.7023087368,7.68725016722883,"Train"
"State86","UNSTABLE DEM",1652.29453815598,14.1531341007133,NA,36.427010390482,469.679413987748,59.0951254717237,15.5165913994305,23.8237777528864,58.4043383667428,"INSURANCE",5079.09690103994,5.36175580349772,"Train"
"State87","STABLE DEM",1757.38835220798,13.422721692423,NA,46.9539641121373,483.097085147623,60.0879670062695,13.181155833081,17.0403927376852,60.3946028490822,"INSURANCE",5250.04180210183,9.65973676397374,"Train"
"State88","UNSTABLE DEM",428.149609876271,10.8239495504793,28.8573485268333,37.0259192251015,490.925448356927,54.1517835717366,14.2083634356411,21.4391934522986,61.5606380919717,"PRIVATE",15800.253633233,11.5126966159526,"Test"
"State89","DICTATORSHIP",4540.42930038213,13.9388345306626,NA,36.875514563106,504.556358737527,NA,NA,21.7601397588014,NA,"PRIVATE",14961.9702937223,18.2633986546267,"Test"
"State90","DICTATORSHIP",3736.32397798848,15.6959529905414,NA,NA,NA,56.3414970529483,14.3008904096868,NA,55.902255285987,"INSURANCE",4826.42007979968,22.7702187644633,"Train"
"State91","STABLE DEM",3603.73989978564,11.6862302828156,34.4386953192711,36.7340208619668,496.254151645812,60.6591937993209,15.4659074050196,21.5979312458613,53.5624791186719,"FREE",NA,16.4016505550961,"Train"
"State92","UNSTABLE DEM",3314.39944963071,13.8221507884502,NA,37.4031661333731,500.795808209186,NA,14.1039770576702,NA,NA,"INSURANCE",4463.44043112277,15.8878651113474,"Train"
"State93","UNSTABLE DEM",683.728559955038,NA,NA,NA,NA,58.1177936981106,14.9638242105097,23.4557680936618,60.3460560417066,"INSURANCE",4935.13913611618,23.6846593498693,"Train"
"State94","UNSTABLE DEM",2204.83755622915,17.0157895561231,35.74583907106,42.8950938836229,494.011235974804,59.9028450942459,13.9321369747417,21.283852175901,62.5819562340513,"PRIVATE",15157.1433703558,14.8244438648148,"Test"
"State95","UNSTABLE DEM",4299.37167313145,13.1926838362667,NA,38.3894711049941,491.796116932469,58.5227149423199,14.7527440989338,23.791497988452,59.4822979436141,"INSURANCE",5007.9197073681,15.4532338616124,"Train"
"State96","STABLE DEM",1110.67865534459,14.1868870264893,NA,38.2751019727957,471.069469307069,57.0930215729208,13.6385586864318,23.0624162223645,59.6676956494832,"INSURANCE",5195.14931904505,5.28849646569833,"Test"
"State97","STABLE DEM",4209.29420026934,17.756305538625,NA,41.7216622404213,491.419801108064,57.8733109167797,11.9621665515524,23.867724846602,62.748527667909,"INSURANCE",5254.28868856685,16.9659946593879,"Train"
"State98","UNSTABLE DEM",NA,12.2358568618614,32.6784126303947,43.8705712186451,NA,67.6559501069842,15.3445298218574,19.3682578802919,NA,"PRIVATE",14653.2359936308,18.735535783168,"Test"
"State99","UNSTABLE DEM",4349.54752388164,NA,NA,37.7463862541629,NA,NA,13.191388269154,24.282452892958,-99,"FREE",NA,23.8371302104187,"Train"
"State100","UNSTABLE DEM",NA,14.3486247457048,NA,NA,508.662139916781,58.5288958228685,17.0688271850043,28.737627248427,NA,"INSURANCE",4919.52874847982,31.8647915202417,"Test"
"State101","STABLE DEM",3172.9721936148,13.0331792554616,NA,41.3194476394776,493.573207845886,61.6105671691757,18.8655652013393,29.0408763772486,59.3128410226088,"INSURANCE",4743.73525418894,24.6928761449248,"Test"
"State102","STABLE DEM",2588.08853200816,NA,NA,38.0975058264573,500.93635371068,56.0970938423403,NA,NA,54.2119029472829,"PRIVATE",14754.946183537,21.2016137463565,"Train"
"State103","DICTATORSHIP",3297.66950514688,NA,34.368199249837,41.8942127437133,NA,63.1406850819231,15.3126545111046,NA,59.0195023993519,"FREE",NA,29.2318362986265,"Train"
"State104","UNSTABLE DEM",1606.25292998492,NA,33.4655987981912,33.6973857013762,500.869101314103,58.1379390907654,NA,17.3926891932749,NA,"PRIVATE",14336.4142990188,10.9239409378434,"Train"
"State105","UNSTABLE DEM",5507.85708356046,13.797447394957,NA,37.3756970803637,498.604894020689,53.3551630064221,15.6596196370222,28.5182251204027,56.5089779959905,"INSURANCE",4975.08735982012,26.4926232524485,"Test"
"State106","UNSTABLE DEM",2066.50316855156,16.4298059365945,NA,41.4326731295019,NA,NA,NA,21.5620224697385,61.6971169838519,"INSURANCE",5166.8530843375,22.9929285542246,"Train"
"State107","DICTATORSHIP",1370.38916082286,14.259465462521,33.7459734910817,35.3887119167033,498.311681115461,52.7362478185346,14.9871570568372,22.5001234626176,64.3925946822249,"INSURANCE",4845.2209136816,14.5510806621904,"Test"
"State108","STABLE DEM",1946.71651992108,NA,NA,NA,500.519809702864,59.3974594611832,18.8821329716956,27.2753323321782,NA,"INSURANCE",4935.0231009407,26.4029784885034,"Train"
"State109","STABLE DEM",3795.34889484223,10.9012379451881,31.2774816323634,38.466558116546,493.667020914685,57.5150432955055,14.7184771881244,19.5372844464163,61.0607828260889,"INSURANCE",4978.08089651983,11.8892364874079,"Train"
"State110","STABLE DEM",1216.24046604581,NA,35.6568141395864,38.402254204989,NA,55.3623114214166,14.8610367494985,23.0760998705427,NA,"PRIVATE",15035.0727711615,26.3713082788682,"Train"
"State111","STABLE DEM",2666.60438435249,16.4184891257628,NA,39.205525366595,487.426848561336,55.5347755007039,11.7118477057554,22.9275511905191,52.1472451225015,"INSURANCE",4677.24649131449,16.2448795963461,"Train"
"State112","STABLE DEM",2506.36119955363,13.8187753553469,35.3847975809946,39.1711870459516,509.010246884031,NA,NA,NA,64.0567036611761,"INSURANCE",4985.61374333326,21.9957575638358,"Test"
"State113","STABLE DEM",NA,14.7699003881351,34.3517618349137,42.183385246648,NA,59.9239010248738,14.8276823204257,NA,63.5948201678483,"INSURANCE",4949.08917772176,22.6092085416678,"Train"
"State114","STABLE DEM",938.980182539472,15.7979930269744,NA,-99,NA,54.9660028717075,NA,-99,-99,"PRIVATE",14956.1089797864,16.7346308977031,"Train"
"State115","UNSTABLE DEM",NA,16.6770218740084,36.1307229331415,39.9622272608155,517.651088895144,NA,NA,25.7486657418259,65.4581075709991,"INSURANCE",4996.2641602612,30.8098587287509,"Train"
"State116","UNSTABLE DEM",3276.57266249561,14.2256608565039,31.7228671578756,39.4858156301041,498.596925788919,51.9819838791248,12.4882229211222,22.7098107308448,61.1522224662056,"INSURANCE",5044.70946883077,17.8576177675374,"Test"
"State117","DICTATORSHIP",3364.87630149426,NA,33.4840593091919,40.3011974038269,NA,57.4238468017409,15.4511596772325,NA,64.2939835623302,"INSURANCE",4775.04372855595,23.9958874771206,"Train"
"State118","DICTATORSHIP",NA,12.9106612631442,33.2306450958774,NA,511.786116457425,53.7739511561929,14.1446998104327,23.0178812722048,NA,"FREE",NA,25.351987215847,"Train"
"State119","STABLE DEM",392.504378696137,11.5354770174897,NA,37.6310116131358,489.507444120119,53.821898140739,14.0140971074741,19.9252722519427,58.7016120972932,"FREE",NA,11.9275236843672,"Train"
"State120","STABLE DEM",NA,18.2166243399742,NA,-99,505.462136758811,NA,13.3824181053102,-99,-99,"INSURANCE",5094.4562459344,24.8013249696093,"Train"
"State121","UNSTABLE DEM",1958.16928165161,NA,NA,NA,500.911807633281,56.9574486793797,12.2902839259743,NA,59.0940403473265,"INSURANCE",4987.26612904228,16.6436343025265,"Test"
"State122","--",3314.1766283879,-99,NA,36.4760849601492,506.439471804663,NA,NA,23.9512658849746,NA,"FREE",NA,21.6425849018889,"Train"
"State123","OTHER",1282.42461314921,17.3040283290725,37.2439070951755,35.8765830384044,496.21109562739,54.492990284727,13.5773650229032,25.1209781607738,64.4636431738529,"FREE",NA,17.7710698676662,"Test"
"State124","OTHER",4052.22122026444,13.3992785554713,33.7774979833744,39.0202031394782,485.591418616172,60.2341970360542,15.0643141433993,22.3635352912265,56.7780049278809,"PRIVATE",14995.2871980083,12.8359892401517,"Test"
"State125","STABLE DEM",5316.71003059793,17.9202469378112,36.7490981108276,41.0759043749501,492.575712181839,56.6556642437943,11.0930125311258,16.931729508176,59.5541716970745,"PRIVATE",15367.406254754,8.79195694034891,"Train"
"State126","DICTATORSHIP",3606.75903593472,12.1158219118615,NA,NA,521.26669704097,55.7374572483359,NA,NA,60.5431136880878,"INSURANCE",4728.7806154072,28.0831183211769,"Train"
"State127","UNSTABLE DEM",2161.28049972974,NA,31.5086828464409,34.599830198674,NA,54.8936803420536,13.6301364288321,NA,-99,"PRIVATE",14737.8292214674,21.10921118377,"Test"
"State128","STABLE DEM",1606.5023406985,NA,NA,38.261725319131,509.410987222101,NA,NA,20.9229850550186,38.6044996959742,"INSURANCE",4870.13238600249,27.9247492106978,"Test"
"State129","UNSTABLE DEM",2055.76952649072,16.6809324244695,38.3979219701738,40.4862088578072,492.325717282786,56.8308509897033,12.8175640218899,22.6935155428408,-99,"PRIVATE",15053.6826932357,14.9141478632822,"Test"
"State130","UNSTABLE DEM",1650.99690294346,14.7613900455809,32.4202021118603,NA,NA,48.8566782530828,12.2781964968212,NA,59.8523190022369,"INSURANCE",5065.64406261338,22.264411986148,"Train"
"State131","STABLE DEM",3126.77136857536,NA,35.459005967815,37.2679022832848,NA,60.2595760657761,NA,26.4163000374451,60.8762019855497,"INSURANCE",4960.27365880018,25.2657200218247,"Train"
"State132","STABLE DEM",1727.07665958559,NA,35.0517673979768,36.8253565219767,503.968316114585,NA,NA,19.7603431553592,60.6468304699217,"PRIVATE",14785.7336337287,15.6532413499683,"Train"
"State133","UNSTABLE DEM",3620.97701047629,15.990845013311,34.5012924636366,40.2972971301792,NA,NA,16.6225126410499,27.8857278972066,NA,"INSURANCE",4968.14165823479,32.1866474189681,"Train"
"State134","STABLE DEM",851.45163770767,11.5625082259395,NA,39.5325798895437,496.857383094679,56.7249430012223,14.1927229367891,22.7610890817013,62.5553491079537,"INSURANCE",5025.27999098222,17.4484541361066,"Test"
"State135","STABLE DEM",NA,NA,NA,NA,510.614672372844,50.6023044065533,12.9535542589683,22.7388287327084,62.982300140409,"INSURANCE",5182.64512288338,21.1562344896197,"Test"
"State136","UNSTABLE DEM",NA,17.2594676059862,37.1736061584764,44.0219258180565,NA,55.8196366156109,14.7106768849457,23.3491349752599,NA,"INSURANCE",4668.2192783428,25.5236048637831,"Train"
"State137","STABLE DEM",6242.29356412301,12.808503393203,NA,35.077493391509,NA,58.7872530295652,NA,NA,60.8871197758385,"INSURANCE",5155.36697759998,20.0098768346351,"Train"
